	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
1932	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
1933	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
1934	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
1935		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
1936	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
1937	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
1938	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
1939	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
1940	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
1941		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
1942	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
1943	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
1944	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
1945	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
1946		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
1947	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
1948		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
1949	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
1950	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
1951	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
1952	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
1953	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
1954	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
1955		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
1956	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
1957	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
1958	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
1959	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
1960	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
1961		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
1962	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
1963	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
1964	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
1965	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
1966		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
1967	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
1968		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
1969	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
1970	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
1971	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
1972	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
1973	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
1974	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
1975		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
1976	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
1977	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
1978	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
1979	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
1980	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
1981		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
1982	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
1983	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
1984	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
1985	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
1986		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
1987	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
1988		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
1989	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
1990	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
1991	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
1992	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860	49.60669	49.60669
1993	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064	49.60669	49.60669
1994	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202	49.60669	49.60669
1995		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547	49.60669	49.60669
1996	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915	49.60669	49.60669
1997	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833	50.11552	50.11552
1998	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555	49.60669	49.60669
1999	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266	49.60669	49.60669
2000	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680	49.60669	49.60669
2001		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895	50.11552	50.11552
2002	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550	49.60669	49.60669
2003	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
2004	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807	49.60669	49.60669
2005	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106	50.11552	50.11552
2006		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845	50.11552	50.11552
2007	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636	49.60669	49.60669
2008		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544	49.60669	49.60669
2009	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871	50.11552	50.11552
2010	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217	49.60669	49.60669
2011	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934	50.11552	50.11552
2012	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2013	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2014	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2015		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2016	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2017	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2018	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2019	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2020	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2021		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2022	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2023	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104		
2024	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2025	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2026		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2027	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2028		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2029	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2030	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2031	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2032	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2033	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2034	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2035		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2036	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2037	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2038	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2039	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2040	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2041		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2042	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2043	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104		
2044	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2045	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2046		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2047	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2048		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2049	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2050	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2051	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2052	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2053	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2054	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2055		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2056	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2057	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2058	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2059	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2060	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2061		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2062	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2063	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104		
2064	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2065	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2066		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2067	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2068		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2069	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2070	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2071	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2072	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2073	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2074	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2075		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2076	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2077	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2078	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2079	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2080	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2081		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2082	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2083	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104		
2084	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2085	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2086		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2087	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2088		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2089	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2090	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2091	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2092	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2093	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2094	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2095		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2096	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2097	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2098	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2099	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2100	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2101		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2102	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2103	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104		
2104	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2105	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2106		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2107	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2108		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2109	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2110	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2111	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2112	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2113	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2114	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2115		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2116	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2117	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2118	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2119	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2120	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2121		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2122	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
2123	Dachgeschoss	20	1.0	440	1965		60486	Frankfurt, Bockenheim	/expose/82913104	49.60669	49.60669
2124	Etagenwohnung	83	2.0	1445	2005	Voltastraße 41	60486	Frankfurt am Main, Bockenheim	/expose/113486807		
2125	Etagenwohnung	100	2.0	2080	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113395106		
2126		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435845		
2127	Maisonette	115	3.0	1950	2009	Ohmstraße 55	60486	Frankfurt am Main, Bockenheim	/expose/114348636		
2128		80	3.0	2050	1999	Ohmstr. 000	60486	Frankfurt, Bockenheim	/expose/105155544		
2129	Dachgeschoss	60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435871		
2130	Etagenwohnung	50		950	2008	Galvanistraße 29	60486	Frankfurt, Bockenheim	/expose/114484217		
2131	Etagenwohnung	59	2.0	1110		Ohmstraße 9	60486	Frankfurt Bockenheim, Frankfurt am Main	/expose/114496934		
2132	Etagenwohnung	82	3.0	1695	2006		60486	Frankfurt, Bockenheim	/expose/114286860		
2133	Penthouse	85	3.0	1630	2002		60487	Frankfurt am Main, Bockenheim	/expose/57895064		
2134	Etagenwohnung	20	1.0	775	2011	Salvador-Allende-Straße X	60487	Frankfurt, Bockenheim	/expose/114524202		
2135		23	1.0	830	1988	Große Seestr. 000	60487	Frankfurt, Bockenheim	/expose/114309547		
2136	Etagenwohnung	65	2.0	1450		Kurfürstenstraße 14A	60486	Frankfurt am Main, Bockenheim	/expose/113847915		
2137	Etagenwohnung	110	2.0	2200	2010	Leipziger Straße 00	60486	Frankfurt-Bockenheim, Frankfurt am Main	/expose/113394833		
2138	Etagenwohnung	62	2.0	1350	2011	Kurfürstenstr. 14a	60486	Frankfurt am Main, Bockenheim	/expose/61973555		
2139	Etagenwohnung	45	1.0	205	unbekannt	Pfingstbrunnenstraße 40	60486	Frankfurt, Bockenheim	/expose/83854266		
2140	Dachgeschoss	80	3.0	1550	1880	Kurfürstenstr. 49	60486	Frankfurt am Main, Bockenheim	/expose/114237680		
2141		60	2.0	1040	unbekannt	Fritzlarer Strasse 9	60487	Frankfurt a.M. - Bockenheim, Frankfurt am Main	/expose/114435895		
2142	Etagenwohnung	81	3.0	1445	2005	Voltastraße 43	60486	Frankfurt am Main, Bockenheim	/expose/114546550		
